INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'spectral-efficient-parakeet-of-vastness@euromail.eu', '166572566', false, '$2b$12$yolNhbeUodLz/rLPPBoNVOliPadJS82YChwbRGjbdth2WbmEj34nW', 'certain-herring', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'prompt-stirring-muskox-of-pizza@myspace.com', '161533102', false, '$2b$12$I/KYu0gAj83pXEMHMpS/9u8VooOxSW.izxA.8/h4UYjmtGvScxB.u', 'attentive-capybara', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'airborne-zealous-prawn-of-weather@myspace.com', '920264386', false, '$2b$12$wJGA3ctnMYxcqZZHmZWp3OzyelKH6BoO/L0VynnQwdtG/deXr0gee', 'tungsten-dormouse', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'glaring-spotted-flamingo-of-perspective@myspace.com', '893105584', false, '$2b$12$wNGu50iyOTSFL4z3VmjEUeDxwBqepXsNL6pxTmvV5fSMdsH8VvRZa', 'charming-dormouse', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'lyrical-soft-mouse-of-efficiency@hotmail.com', '663612258', false, '$2b$12$MNqqE9pc/QPtkSawclKAHeRXUZiSZL33aRUauof615mzV4Gg26ti.', 'idealistic-corgi', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'powerful-caiman-of-unearthly-rain@yahoo.com', '745268385', false, '$2b$12$vE7Sxp4r1QzwCyrwikFB8uCpY2wl/MPjPo4l.wIhqQ974alaHqQfi', 'vermilion-gopher', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'glittering-artichoke-seahorse-of-glee@myspace.com', '207749549', false, '$2b$12$kUr9Db1nr3gq8CcokA8BaOjMjoJ4O6PzlraLoD0tYxjRcXpORYTB.', 'ruby-petrel', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'obedient-glistening-tarantula-from-saturn@euromail.eu', '028052683', false, '$2b$12$jLn9nmHr0n9z.rhbJEPuWOmQ2.pyEiafNRvFc6LwZ3MQjJB3yRoRq', 'yellow-waxbill', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'dramatic-godlike-gazelle-of-apotheosis@myspace.com', '244918995', false, '$2b$12$kXyREQnVZAI8rQdAF5RKpOH.mNUyhUEf2OhnA4r2NO..NQn09wyey', 'outgoing-silkworm', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'shiny-sloppy-labrador-of-effort@euromail.eu', '601116746', false, '$2b$12$xIk.8sNG85D/AGmh9GJNWO3e0y3hwjbN5JoOl2HqqofCbHrxA4wwO', 'resolute-cuscus', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'adept-fortunate-horse-of-faith@hotmail.com', '103467090', false, '$2b$12$KiJuUhM.T24OLYeLHDMjmu6wE.Tqi.dyPJ.jd66t/Q/kPdV6Y5HRy', 'imaginary-teal', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'invaluable-vegan-sunfish-of-democracy@gmail.com', '717244961', false, '$2b$12$V2U8Xx0JIoi6zDCNuxZNwu1ZuA8Dh/.lCnGHeCJHtyUfHY0qvKZte', 'boisterous-sparrow', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'practical-godlike-giraffe-of-inspiration@hotmail.com', '056961609', false, '$2b$12$vzMFLR87Eunq2jKhiFR2re/69AAUs0c1/4Rp3NEjR9Fpzfl9hVR/i', 'pastel-boa', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'antique-catfish-of-inevitable-blizzard@yahoo.com', '476446233', false, '$2b$12$Qm28DgfbqztNiORUg.vLbetihQhCbL33NiEvrfaCyZfs7C2W8lKDG', 'infrared-panther', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'futuristic-competent-loon-of-cubism@gmail.com', '593785511', false, '$2b$12$jARuLLuMLv27b.AwT.cmA.mKKEQ92YCSbHL/e9tAH.hbX.sI3joba', 'pretty-dingo', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'provocative-flashy-inchworm-of-completion@mymail.com', '278286102', false, '$2b$12$bthZvXZR/p5Kyv.io/55w.IHU8s2zXVgpXzxPq/ZEbHfyHFGg3PhK', 'divergent-monkey', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'brainy-impetuous-dogfish-from-shambhala@gmail.com', '357486085', false, '$2b$12$UUXRWnBRX74X/nHUMEuHBeY4.mACD/5JeUw14p5MR0zJr3UYsfL5e', 'hidden-cat', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'slick-silkworm-of-ultimate-destiny@hotmail.com', '207344981', false, '$2b$12$AMHaZgaa15.DHW8AtwHPYOkPnRWOPgS8r0FFtggX6BIUT.WwoZDxm', 'lush-jerboa', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'large-refreshing-doberman-of-perfection@euromail.eu', '430818571', false, '$2b$12$4gfvM.WprVLDxBsBKNhcd.gZ1Lx0Ai1xFxqiWnqC5ldg4k.HsA90K', 'ludicrous-guillemot', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'vehement-resolute-mamba-of-reverence@euromail.eu', '499919219', false, '$2b$12$WFgk6xbUAaBZ3MvdVHpyQO4w6dU9tRZVsz1d05jPq8fsInyqQN4Q.', 'therapeutic-panda', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'agile-vermilion-cat-from-uranus@yahoo.com', '264276533', false, '$2b$12$oL9tHmZjoGrdvTh.v/C.dOW5a08mDCuMljlGdlnvoM/.85YEaKfgC', 'fluorescent-chachalaca', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'powerful-optimal-wildebeest-of-fascination@hotmail.com', '163079562', false, '$2b$12$mciHZgbNhzbMKn4eKBplX./aRS387u/CfeMPZ83SK8QXO6jrc9u1G', 'careful-starfish', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'transparent-nebulous-grebe-of-reading@euromail.eu', '286980668', false, '$2b$12$dNEv6kChtfnVRO1mZb/GqefEgx5FVvppYNMpG67k9jG50MEhC73ya', 'charming-okapi', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'rustling-accelerated-coyote-of-tolerance@myspace.com', '712440385', false, '$2b$12$/PQ.8CLl18Toc2xWOPzRaOTcxA7KK4NsQUdwboSsWNOQmsEwILJVO', 'jumping-nautilus', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'steadfast-aboriginal-dog-of-psychology@mymail.com', '703108360', false, '$2b$12$8xkKvuyHrB.opUb7Xp0xT.8zGuyvKXiF7IqSd6CyE4ukjfB3GedyK', 'chubby-pogona', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'stirring-eager-cheetah-of-holiness@euromail.eu', '919775070', false, '$2b$12$gD5lUuoioFp02fyPETPRkOn9eMceC.tAPFzBuEVoLJitL7X/DvSua', 'qualified-puma', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'jolly-perfect-gerbil-of-enhancement@yahoo.com', '386934780', false, '$2b$12$Hw.j/SNRny0.7G.OdC.Mn.W9n4ciUvY5SNMedYDD/ay.bn.9/9hUm', 'denim-wildcat', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'alluring-abiding-peacock-of-aptitude@mymail.com', '090915707', false, '$2b$12$4Fjp/52i2y7jC7TUFNl7te.zpc3ZbISAzqIzSY/iT4qeVZRAsjGRi', 'ancient-donkey', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'wooden-violet-malamute-of-respect@yahoo.com', '032649163', false, '$2b$12$7CsEUeS6wrYc2KeHbMMSquKsz9w9l34/dfyG1FzssmQugtFnfPTHG', 'jasmine-angelfish', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'bipedal-eggplant-moth-of-youth@myspace.com', '783955885', false, '$2b$12$KX5V.Xq6mqE1xmemuisZy.xronzUNLOawS78pX/6KlYM8L.Lla9RO', 'cerise-dugong', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'determined-kickass-pony-of-reverence@euromail.eu', '017632283', false, '$2b$12$KHD3A9bRwVsr2IlacSbQAus3IDRaz4W5ZMhbGuQ0TaZDbXoDe8unK', 'boisterous-wildebeest', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'rainbow-pompous-fossa-of-coffee@euromail.eu', '186210387', false, '$2b$12$EAu38BcmasiIh7M.5QgouO28.m2d8haN7Nqvjx//081/U72BaR5xu', 'gorgeous-oriole', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'cooperative-hopeful-oarfish-of-attraction@yahoo.com', '926488514', false, '$2b$12$lZThRhqYSBBcqEawXWG7guWxcOmWPu77FW1MZ7p/Qkl6LuBTdm9Pi', 'miniature-labradoodle', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'upbeat-bouncy-asp-of-fury@yahoo.com', '504731137', false, '$2b$12$QcaBW5bcvFXjwxEQ9/OZ7uK3GOFkTuB8acIaakwggt8eII0va3FL2', 'noisy-cockle', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'talented-peculiar-jackal-of-fury@myspace.com', '393053551', false, '$2b$12$dJOXKMID9LRhacQFWsqnpeiiN9nn5nL2auzxZi5DDDAWE0rtkcbJa', 'almond-tapir', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'romantic-precious-hare-of-attraction@gmail.com', '901689964', false, '$2b$12$OuUBGarHAzFvqLy86EvcquB4disUrmsD//UhGIFPGid7ML4psiKka', 'overjoyed-ocelot', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'pretty-fast-cormorant-of-completion@hotmail.com', '856913317', false, '$2b$12$62yhPoNxse.gWgrOrMBeAe2Pb5PbUPCltaReqbXF/upJK81zh9vq6', 'therapeutic-binturong', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'efficient-tactful-terrier-of-hurricane@mymail.com', '170599276', false, '$2b$12$K5wXyw89tNFEUqMvO2pRYOHyVQJfc4CuMTkjQsfQbXRrD4P7k7C2G', 'resilient-lynx', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'cute-diligent-silkworm-of-energy@euromail.eu', '284916307', false, '$2b$12$uL6GYfGmEzIg6SxAyDwa7.TzJwJVHwQ./w4Xy9ws.sSBBGEYZJLde', 'abstract-toad', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'debonair-brilliant-goose-of-courage@hotmail.com', '390734744', false, '$2b$12$BejI49zM2s3GRIfo7wP0Pu.6YYXXcsdTcuFy8OZ9jTXJUPgBojHMG', 'curious-lyrebird', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'tunneling-dodo-of-major-tolerance@euromail.eu', '008774659', false, '$2b$12$2ZBME/rvAZVuqVlZTLmzHu6W73dzx15j3s8hPMAf7bnjsB17jOW66', 'utopian-vicugna', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'steadfast-tactful-lobster-of-popularity@myspace.com', '878109379', false, '$2b$12$N433K91mJbhuLdJT8kKzJOq/2mRh005rxJrjaRlM4mfEseK4cDiTq', 'quiet-bug', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'big-hasty-junglefowl-of-amplitude@euromail.eu', '428621727', false, '$2b$12$qu6OBEhNLA7IVPfUTVCpnO5DiEBv1e2cKN3GcyUDspK70Rp8poc8a', 'important-ibex', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'neat-aspiring-gecko-of-unity@gmail.com', '365421878', false, '$2b$12$YKpM6sx4xW6haun32pAbzOxEMX3DzfgxziYkuhx266VsVdcm6r9gK', 'glossy-goshawk', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'literate-gregarious-jackal-of-speed@gmail.com', '637140542', false, '$2b$12$dg/sAaTqna4G.3gV2m9fveCt.qC28bnk2uWAZaCsoYHL3vk10Vx7O', 'skilled-sheep', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'daffy-olive-asp-of-discussion@mymail.com', '321491013', false, '$2b$12$i1AaqIM7Vi9mTOor9Noe5uno5pbKva2Bs1yJ9XqduBUD17rI0btL.', 'lurking-iguana', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'ambitious-wine-teal-of-awe@gmail.com', '345653341', false, '$2b$12$eAYUip1CLyGs8j7CeKf.cuP9gqC4TzgKG6E1XJSZSTFuyUG1DK1VS', 'scarlet-piculet', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'dainty-cryptic-wren-of-aurora@myspace.com', '187853372', false, '$2b$12$QaIbfnjETy3IZmYdi5d6xOS.1woz3wCD2rPM2gJ3iNaGF.g36IGEa', 'charcoal-okapi', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'unique-stallion-of-remarkable-greatness@gmail.com', '354061424', false, '$2b$12$8X7NJ..bnlXWO.zonsiW1.jiFctFOKAVJkMnsHrWvQ1xDksX8djxK', 'analytic-lorikeet', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'dashing-wise-raccoon-of-piety@hotmail.com', '062238985', false, '$2b$12$6mFf97MXREOK1Hvw4Fvr/uOJSjy.atnOdjjJ.nmO8v9x8NQ1jB.di', 'mature-shellfish', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'colossal-busy-camel-of-poetry@euromail.eu', '954136826', false, '$2b$12$TQjqWU0ox/GU90Z1jNeNs.Y638L2F2G1JwKVzWZ1BI2rCZMSJ1tfO', 'ingenious-quail', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'quantum-adventurous-chachalaca-of-symmetry@myspace.com', '269136073', false, '$2b$12$vQRAxKj6sgCEU4.ZKyy4AeKiD43N32pQhwT6TJepIKBrVS/XLx/Mm', 'strict-hamster', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'rainbow-cheerful-numbat-of-recreation@hotmail.com', '290504686', false, '$2b$12$6fjvmZigD1uklStiQo.5WuwJUB7SCiHotJLDNOJpa6uf..6OvvpBm', 'valiant-dragon', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'intrepid-natural-pigeon-of-atheism@myspace.com', '512268302', false, '$2b$12$YCZACwRRaHUlGpukPdOyoeF9hHq7TMhj5xQG7nFD7M6fgiwRQHYAO', 'organic-ibis', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'upbeat-fast-herring-of-memory@mymail.com', '252232834', false, '$2b$12$fG849h6tHOYTmErmxH6H9uJKfSUixBYgtBsp/u.9MdU/0px/vMwkK', 'funny-mink', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'camouflaged-sparrow-of-unmatched-progress@euromail.eu', '612841421', false, '$2b$12$W6dt/ZLHN9M76kq5MUVZYeHI2xZRl6v2G2DXrMW67L/Q9fuzZppTq', 'turquoise-rook', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'fervent-ultramarine-dodo-of-tempering@euromail.eu', '224226966', false, '$2b$12$S4dplPhY2F7ENVc1N.3u1OSS3Ns1ax0RFw8FjzZd8rC30Q1E.cRtq', 'nebulous-cricket', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'crafty-spiritual-parrot-from-wonderland@euromail.eu', '286291889', false, '$2b$12$./AMLXlPYLJs99o7ypzn1..c4DcF0U0qgO9PFK/qdOjD9SanWZj96', 'super-lizard', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'feathered-albatross-of-major-patience@hotmail.com', '710605329', false, '$2b$12$dMIDyKnR6P9g7vtz4xdTYe6VnKZzaz9NCjMAEbVtDPF4YuIv2/dvC', 'vivacious-seahorse', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'certain-rainbow-kingfisher-of-weather@hotmail.com', '475470099', false, '$2b$12$I28Vs2AVdxj5xk8sga5pAOsux/.rH1PmVMZ1WzlUfcozlYMcHYG0.', 'micro-skunk', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'enormous-capybara-of-optimal-expression@euromail.eu', '013536961', false, '$2b$12$e2GHsgV7bjgvXUz47/cIUeUtC/NYa0pnIsV3OOR1/sbFxTiGDwHlq', 'shapeless-okapi', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'attentive-lionfish-of-delightful-saturation@gmail.com', '827271539', false, '$2b$12$u7CCqnDer1OIFA1lYoIPteRfSnMGuS3Oyhfy/rYm5dR6F41kEprom', 'crazy-raccoon', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'rugged-hungry-harrier-of-peace@yahoo.com', '596367318', false, '$2b$12$dJdRNZUk.MHkgjEV0eWR9e2kK925UhaOuRJzuDh81sqEBgrty2HOK', 'dexterous-markhor', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'convivial-glaring-collie-of-fantasy@yahoo.com', '301508683', false, '$2b$12$YKUNhJ9LDbz.RC7SeHi.TucZTCyPt1owFVo6.3HUI4ZUTsg5hJ9vG', 'sincere-angora', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'unique-glittering-caribou-of-fury@euromail.eu', '383029633', false, '$2b$12$P4Ft2Dxx/Nq5XocnWxWviOJ6xMjwrhyb9PWIzuw3vIOhgygwkZhtq', 'cornflower-parakeet', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'hysterical-mature-cat-of-whirlwind@myspace.com', '890718205', false, '$2b$12$u7nUzNfHczioH.g8Kuo16.ldVGzlDJ2k3AJm/VIVW6OL4SFYxLBAC', 'cunning-coot', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'alluring-granite-herring-of-justice@gmail.com', '977638484', false, '$2b$12$QBlxelgKF3jTqpvrUvwoRO1l/H4edJvBidZomWSMBKa0EWvMaxIca', 'raspberry-basilisk', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'unbiased-coot-of-fortunate-tact@yahoo.com', '312640200', false, '$2b$12$uXMbHEzv1mLqkFm0r3353.EI69kDkZZ3szOvSVo2CK06UKxwcepaa', 'cheerful-nautilus', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'macho-robust-fox-from-atlantis@myspace.com', '198925082', false, '$2b$12$jH5Mnj5yMIB0eGc3NtNNM.sYZSKguZCrCTRTe80GSuKJdZFNZ4v2W', 'ochre-wrasse', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'spirited-lime-degu-of-fertility@mymail.com', '370935565', false, '$2b$12$crmkT8JwVs8/Wvnta5C3D.tF7G1oR4pWDzJHzp/OZVHTgGnWByGHa', 'soft-gazelle', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'private-mini-starfish-of-love@euromail.eu', '304282289', false, '$2b$12$vFPoP0Cv232SoVoe8HAZZOgzksV13SCh7yZCqV44sfZlJtUpcZGJG', 'micro-nyala', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'naughty-boa-of-remarkable-refinement@gmail.com', '043602226', false, '$2b$12$9fJwfMNWH0sEpUCvJDlkwestbE6oj0m68rM8cgfwj6bGXGf8DC9LW', 'practical-stork', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'diligent-ingenious-jackal-of-art@yahoo.com', '195895307', false, '$2b$12$pCsgpAt7AON/J8AF218R.OFqt3peSFI7/UxzuAcZwQfhV4.7J56Py', 'fluffy-toucan', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'nostalgic-cute-puma-of-election@mymail.com', '497986301', false, '$2b$12$2mFJMpaHel7nhFMauYdpC.CZohqMuekfIfFWgPfhFaOTqOQqWmUWe', 'independent-goshawk', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'complex-teal-hound-from-eldorado@mymail.com', '238656485', false, '$2b$12$6Izf6hkg/qhz4d3sdu.v7ePZL2t/CMoiRZ6RYgAdiJ.momwIOqHSi', 'nebulous-stallion', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'adept-gray-chihuahua-of-reputation@euromail.eu', '499656946', false, '$2b$12$6AZCCN6xs7V68FG.HQ0AQOWrjLebFjfLJeIP1/xcO8MvcAAHEIlYK', 'misty-clam', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'exotic-hopping-coucal-of-virtuosity@myspace.com', '726108436', false, '$2b$12$K/zGNaQ7CFAsVNbfaHZj0ORpB.Ann0ZyT5ExyFC8k.9FIkY9KqE6u', 'beneficial-ermine', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'polite-quick-python-of-excellence@euromail.eu', '177726890', false, '$2b$12$3L0AapDtny1e.Z41lZ5pS.LePIeYRD2oGgegjXokXC1oFq8NJk4X2', 'flawless-cicada', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'cryptic-sambar-of-delightful-vigor@hotmail.com', '267524678', false, '$2b$12$h7JkV8plu2C0HaGbKJVdJOkp120MHjA436/6Ui1iYfWQIQveFzOum', 'roaring-wasp', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'hot-just-cockle-of-agility@mymail.com', '707240692', false, '$2b$12$ZE7W3G1Yf4CxvSUkpc5dN.7Qy9QYOBehFtvl6U53JkWXUwKftRJha', 'umber-oyster', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'amphibian-accelerated-jaguarundi-of-luck@mymail.com', '776278670', false, '$2b$12$59VIW8egSfWsqrab.TNl.ecyocTCUmNR0W6jvzlFkLhvn5Q2zyq4m', 'pompous-wapiti', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'powerful-beluga-of-mysterious-honeydew@gmail.com', '364375681', false, '$2b$12$Trsv0nYaep1bVpyr1ooJQ.gPnLQAh6Mz0gat8C4EVKyqSFMJBqn8e', 'delightful-urchin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'glistening-gabby-bulldog-of-discussion@mymail.com', '280580653', false, '$2b$12$5igLfEZU7eMELUYTODzm9eItlnnoXhPoSuBHOgrbhw4V.9P2/ffRG', 'smart-chachalaca', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'modest-stereotyped-jackal@myspace.com', '090601528', false, '$2b$12$Nnc2adLJvOREEPBF6hvtFuhwRpcbTYiQcGjcC9U0XX.sMg/Zvbiay', 'classic-magpie', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'utopian-merry-terrier-of-grandeur@gmail.com', '652821211', false, '$2b$12$eHouOiJ5gN9sx4CrtqWDNe0y4IwyNptCdCYp0d7MF0TBkiviYNUWm', 'deft-monkey', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'big-roaring-pigeon-from-lemuria@mymail.com', '724092197', false, '$2b$12$tbIUBK.4./1qGvHTcQEArevyIPHa3eBKMIbrHicwTyZHYBJBsNRQy', 'naughty-cow', DEFAULT, true);
